Age,Gender,Occupation,Annual_Income_USD,Marital_Status,Has_Children,Hotel_Stay_Frequency,Preferred_Hotel_Type,Typical_Length_of_Stay,Stay_Reason,Comfort_With_Smart_Features,WiFi_Importance,Mobile_Checkin_Usage,Allow_Data_For_Personalization,Valued_Aspects,Smart_Features_Desired,Common_Challenges,Average_Spend_Per_Night,Willingness_To_Pay_Extra,Would_Recommend_AI_Hotel,AI_Preference_Score,Willing_To_Stay_At_IntelliStay,Willing_To_Share_Preferences
21,Male,Working Professional,5366,Married,No,3–5,Airbnb,2–3 nights,Business,No,Very Important,Sometimes,No,"Ambience, Technology, Staff Friendliness","Mood Music, Smart Lighting","Poor Wi-Fi, Lack of personalization, Long check-in times",61,$20+,Yes,10,Yes,No
42,Male,Retired,132395,Married,No,1–2,Luxury,4–6 nights,Transit,Yes,Very Important,Sometimes,Yes,Privacy,"AI Concierge, Smart Mirror, Smart Lighting",Poor Wi-Fi,164,$10–$20,Yes,9,Yes,Yes
41,Female,Working Professional,4573,Widowed,Yes,More than 10,Boutique,2–3 nights,Business,No,Somewhat Important,Sometimes,No,Privacy,Personalized Room Temperature,Lack of personalization,134,$20+,Yes,9,Yes,Yes
56,Non-Binary,Entrepreneur,26041,Single,No,1–2,Luxury,2–3 nights,Other,Yes,Very Important,Never,Yes,"Ambience, Technology, Cleanliness",Smart Lighting,Noisy rooms,142,$10–$20,Yes,5,No,Yes
31,Male,Retired,35233,Married,Yes,1–2,Budget,2–3 nights,Event,No,Very Important,Always,Yes,"Technology, Privacy",Personalized Room Temperature,Noisy rooms,151,$10–$20,Yes,7,Yes,Yes
37,Female,Entrepreneur,31180,Married,Yes,3–5,Budget,1 night,Transit,No,Very Important,Always,Yes,"Cleanliness, Food Quality, Ambience","Personalized Room Temperature, AI Concierge",Poor Wi-Fi,129,$10–$20,Yes,7,Yes,Yes
37,Male,Working Professional,3598,Divorced,No,3–5,Airbnb,2–3 nights,Business,No,Very Important,Sometimes,Yes,"Privacy, Technology",Personalized Room Temperature,"Lack of personalization, Long check-in times",68,$10–$20,No,7,Yes,Yes
50,Non-Binary,Working Professional,2348,Single,Yes,6–10,Boutique,2–3 nights,Business,Yes,Very Important,Sometimes,Yes,Cleanliness,"Smart Lighting, AI Concierge","Poor Wi-Fi, Long check-in times",130,$5–$10,Yes,5,Yes,No
34,Female,Working Professional,4458,Divorced,No,3–5,Business,7+ nights,Transit,Yes,Very Important,Always,Yes,"Privacy, Ambience",AI Concierge,"Noisy rooms, Lack of personalization, Other",109,$5–$10,Yes,3,Yes,No
37,Female,Working Professional,189824,Single,Yes,1–2,Boutique,4–6 nights,Leisure,Yes,Very Important,Never,Yes,Ambience,Smart Mirror,Poor Wi-Fi,110,$5–$10,Yes,5,Yes,No
41,Male,Working Professional,31440,Single,No,1–2,Luxury,2–3 nights,Business,No,Very Important,Sometimes,Yes,Food Quality,"Mood Music, Smart Lighting, Smart Mirror",Long check-in times,72,< $5,Yes,1,Yes,Yes
36,Prefer not to say,Working Professional,10649,Married,Yes,3–5,Budget,2–3 nights,Transit,Yes,Very Important,Sometimes,Yes,"Staff Friendliness, Cleanliness",AI Concierge,"Lack of personalization, Other",44,$5–$10,Yes,6,Yes,Yes
30,Female,Working Professional,40619,Single,No,1–2,Luxury,2–3 nights,Business,No,Very Important,Always,Yes,"Privacy, Food Quality",Smart Mirror,"Noisy rooms, Poor Wi-Fi, Lack of personalization",91,$20+,Yes,6,Yes,Yes
36,Male,Working Professional,68606,Married,No,3–5,Airbnb,2–3 nights,Leisure,Yes,Not Important,Always,Yes,"Food Quality, Ambience",Mood Music,Other,147,$10–$20,Yes,5,Yes,No
45,Female,Working Professional,1698,Married,Yes,3–5,Budget,2–3 nights,Event,No,Very Important,Sometimes,Yes,"Food Quality, Cleanliness, Ambience","AI Concierge, Smart Mirror, Smart Lighting",Long check-in times,116,< $5,Yes,8,No,Yes
24,Male,Student,27576,Married,Yes,6–10,Business,2–3 nights,Leisure,Yes,Somewhat Important,Never,No,Privacy,"Personalized Room Temperature, Mood Music","Poor Wi-Fi, Noisy rooms, Long check-in times",209,$10–$20,Yes,6,Yes,No
36,Female,Entrepreneur,46758,Single,Yes,More than 10,Budget,2–3 nights,Other,Yes,Very Important,Sometimes,No,Food Quality,"Smart Lighting, Personalized Room Temperature","Other, Lack of personalization",116,$20+,Yes,6,Yes,No
27,Male,Entrepreneur,11630,Single,Yes,More than 10,Boutique,1 night,Transit,Yes,Very Important,Never,No,Staff Friendliness,AI Concierge,"Noisy rooms, Long check-in times",129,$10–$20,Yes,10,Yes,Yes
46,Female,Working Professional,14713,Single,No,More than 10,Boutique,7+ nights,Leisure,Yes,Somewhat Important,Never,No,Cleanliness,Personalized Room Temperature,"Noisy rooms, Poor Wi-Fi, Long check-in times",120,$10–$20,Yes,6,Yes,Yes
19,Female,Working Professional,38039,Married,No,1–2,Budget,1 night,Event,Yes,Very Important,Sometimes,Yes,"Food Quality, Staff Friendliness","Smart Lighting, Smart Mirror, Mood Music","Long check-in times, Other, Poor Wi-Fi",66,< $5,Yes,8,Yes,Yes
29,Male,Student,91285,Single,Yes,1–2,Airbnb,7+ nights,Business,No,Somewhat Important,Sometimes,No,"Technology, Food Quality, Privacy",Smart Lighting,"Long check-in times, Lack of personalization, Other",118,$5–$10,Yes,5,Yes,Yes
38,Male,Student,66413,Single,Yes,3–5,Boutique,7+ nights,Transit,Yes,Somewhat Important,Sometimes,No,Cleanliness,AI Concierge,Long check-in times,66,$5–$10,No,8,Yes,Yes
50,Male,Working Professional,34999,Single,Yes,6–10,Boutique,2–3 nights,Leisure,Yes,Somewhat Important,Sometimes,No,Cleanliness,"AI Concierge, Smart Mirror, Mood Music","Poor Wi-Fi, Other",116,< $5,Yes,7,Yes,Yes
34,Female,Retired,52406,Single,No,More than 10,Business,4–6 nights,Event,No,Somewhat Important,Always,Yes,"Food Quality, Staff Friendliness, Cleanliness",AI Concierge,"Poor Wi-Fi, Long check-in times, Lack of personalization",32,< $5,Yes,7,Yes,Yes
29,Male,Working Professional,18154,Married,Yes,6–10,Budget,2–3 nights,Leisure,Yes,Somewhat Important,Sometimes,No,"Food Quality, Ambience","Smart Mirror, Personalized Room Temperature, Smart Lighting","Lack of personalization, Poor Wi-Fi, Noisy rooms",116,$20+,Yes,5,Yes,Yes
53,Female,Working Professional,40973,Divorced,No,1–2,Boutique,2–3 nights,Other,No,Very Important,Always,Yes,"Staff Friendliness, Technology, Food Quality",Mood Music,"Other, Long check-in times",127,$10–$20,Yes,5,Yes,Yes
20,Male,Working Professional,284838,Single,No,More than 10,Airbnb,2–3 nights,Transit,No,Very Important,Never,No,Ambience,Personalized Room Temperature,Long check-in times,131,$5–$10,Yes,6,Yes,No
13,Male,Working Professional,8425,Married,Yes,3–5,Luxury,2–3 nights,Business,Yes,Somewhat Important,Never,Yes,"Staff Friendliness, Technology",Mood Music,Other,48,$5–$10,Yes,10,Yes,Yes
39,Female,Working Professional,48391,Married,No,1–2,Budget,2–3 nights,Event,Yes,Very Important,Always,Yes,"Food Quality, Cleanliness","AI Concierge, Smart Lighting","Noisy rooms, Other, Long check-in times",144,$5–$10,Yes,4,Yes,Yes
29,Male,Working Professional,32519,Married,No,3–5,Business,2–3 nights,Leisure,Yes,Not Important,Sometimes,Yes,Ambience,"Smart Lighting, Smart Mirror",Noisy rooms,152,< $5,Yes,10,No,Yes
24,Non-Binary,Working Professional,17765,Married,No,1–2,Boutique,2–3 nights,Transit,No,Not Important,Sometimes,Yes,"Privacy, Cleanliness, Ambience","Mood Music, AI Concierge",Noisy rooms,72,$10–$20,No,6,Yes,Yes
42,Female,Student,96917,Married,Yes,3–5,Airbnb,2–3 nights,Leisure,Yes,Somewhat Important,Sometimes,Yes,"Cleanliness, Technology","Personalized Room Temperature, Smart Mirror","Poor Wi-Fi, Noisy rooms, Other",169,< $5,Yes,7,Yes,Yes
37,Female,Working Professional,846,Married,Yes,3–5,Budget,2–3 nights,Transit,Yes,Very Important,Always,No,"Privacy, Staff Friendliness","Personalized Room Temperature, Smart Lighting",Noisy rooms,129,$10–$20,No,9,No,Yes
29,Female,Working Professional,15178,Single,No,3–5,Airbnb,1 night,Other,No,Very Important,Sometimes,Yes,"Privacy, Technology, Cleanliness",AI Concierge,"Long check-in times, Other, Lack of personalization",116,$10–$20,Yes,6,Yes,Yes
22,Female,Working Professional,2342,Married,No,3–5,Airbnb,1 night,Leisure,Yes,Somewhat Important,Always,Yes,"Food Quality, Privacy","Personalized Room Temperature, Smart Mirror",Other,148,$10–$20,No,7,No,Yes
43,Male,Other,58187,Married,No,6–10,Business,2–3 nights,Other,No,Somewhat Important,Always,Yes,"Food Quality, Privacy","Personalized Room Temperature, Mood Music, AI Concierge","Lack of personalization, Poor Wi-Fi",201,$10–$20,Yes,10,Yes,Yes
41,Male,Working Professional,48440,Single,No,3–5,Budget,1 night,Event,No,Somewhat Important,Always,Yes,"Privacy, Technology",Smart Lighting,Lack of personalization,112,< $5,Yes,9,Yes,Yes
34,Male,Working Professional,16099,Single,No,3–5,Boutique,1 night,Other,Yes,Very Important,Always,Yes,"Cleanliness, Staff Friendliness",Smart Mirror,"Long check-in times, Other",95,$5–$10,Yes,8,Yes,Yes
53,Female,Working Professional,45038,Widowed,No,6–10,Business,4–6 nights,Transit,No,Very Important,Sometimes,Yes,"Food Quality, Ambience, Privacy",Smart Mirror,"Noisy rooms, Other, Poor Wi-Fi",224,$10–$20,Yes,7,No,Yes
24,Male,Working Professional,20163,Married,Yes,More than 10,Boutique,1 night,Event,No,Somewhat Important,Never,Yes,"Ambience, Technology","Personalized Room Temperature, AI Concierge",Lack of personalization,111,$10–$20,No,7,Yes,No
19,Female,Working Professional,56465,Married,No,1–2,Luxury,2–3 nights,Leisure,Yes,Very Important,Sometimes,Yes,"Ambience, Food Quality","Mood Music, Smart Mirror","Noisy rooms, Lack of personalization, Other",138,< $5,Yes,5,Yes,Yes
28,Prefer not to say,Working Professional,24218,Divorced,No,3–5,Airbnb,2–3 nights,Leisure,Yes,Somewhat Important,Sometimes,Yes,Ambience,"AI Concierge, Smart Lighting, Mood Music","Noisy rooms, Lack of personalization, Poor Wi-Fi",111,$5–$10,Yes,6,Yes,Yes
34,Female,Entrepreneur,21260,Married,No,1–2,Luxury,4–6 nights,Transit,Yes,Very Important,Always,Yes,"Privacy, Technology",Mood Music,Long check-in times,39,$5–$10,No,7,Yes,Yes
37,Female,Working Professional,109168,Married,No,1–2,Airbnb,2–3 nights,Business,Yes,Very Important,Sometimes,Yes,Privacy,"Smart Lighting, AI Concierge","Noisy rooms, Long check-in times, Lack of personalization",104,$5–$10,No,7,No,Yes
32,Male,Working Professional,11554,Married,Yes,3–5,Business,2–3 nights,Business,No,Very Important,Always,No,"Technology, Cleanliness",Smart Mirror,"Lack of personalization, Noisy rooms",175,$10–$20,Yes,8,Yes,Yes
38,Female,Working Professional,5133,Divorced,No,6–10,Boutique,2–3 nights,Leisure,Yes,Very Important,Sometimes,Yes,"Food Quality, Ambience, Cleanliness",Smart Mirror,"Noisy rooms, Long check-in times",79,$5–$10,Yes,9,Yes,No
22,Female,Retired,35135,Married,No,1–2,Boutique,2–3 nights,Transit,Yes,Very Important,Never,Yes,"Privacy, Cleanliness","Personalized Room Temperature, Smart Mirror, AI Concierge","Noisy rooms, Other, Long check-in times",185,$10–$20,Yes,4,Yes,Yes
49,Male,Working Professional,139368,Married,Yes,6–10,Business,2–3 nights,Business,Yes,Somewhat Important,Always,Yes,Staff Friendliness,"AI Concierge, Personalized Room Temperature","Noisy rooms, Long check-in times, Other",158,< $5,Yes,6,Yes,Yes
34,Male,Working Professional,18982,Single,No,6–10,Budget,1 night,Other,Yes,Somewhat Important,Sometimes,Yes,"Staff Friendliness, Food Quality","Personalized Room Temperature, Smart Mirror, Smart Lighting","Noisy rooms, Long check-in times, Other",69,$20+,No,9,Yes,No
46,Non-Binary,Working Professional,2561,Widowed,Yes,More than 10,Luxury,7+ nights,Leisure,No,Very Important,Always,Yes,Staff Friendliness,"Mood Music, AI Concierge",Poor Wi-Fi,59,$5–$10,Yes,10,Yes,Yes
38,Female,Working Professional,16578,Married,Yes,1–2,Luxury,2–3 nights,Other,No,Somewhat Important,Sometimes,Yes,Food Quality,"Mood Music, Personalized Room Temperature, Smart Lighting","Lack of personalization, Poor Wi-Fi",58,< $5,Yes,5,Yes,Yes
39,Female,Working Professional,28203,Single,Yes,More than 10,Boutique,2–3 nights,Transit,Yes,Not Important,Always,Yes,"Staff Friendliness, Technology","AI Concierge, Personalized Room Temperature","Lack of personalization, Poor Wi-Fi, Other",99,$10–$20,No,6,No,Yes
40,Female,Working Professional,7065,Divorced,No,3–5,Boutique,4–6 nights,Other,Yes,Very Important,Sometimes,Yes,Privacy,"Mood Music, Smart Lighting","Lack of personalization, Long check-in times, Noisy rooms",65,$5–$10,Yes,4,Yes,Yes
39,Female,Working Professional,42929,Married,No,3–5,Boutique,2–3 nights,Business,Yes,Very Important,Always,Yes,"Privacy, Food Quality","Smart Lighting, Personalized Room Temperature","Noisy rooms, Other",180,< $5,No,3,No,Yes
41,Female,Working Professional,243862,Single,No,1–2,Business,4–6 nights,Business,Yes,Very Important,Sometimes,Yes,Food Quality,"Personalized Room Temperature, Smart Mirror","Noisy rooms, Other, Lack of personalization",60,$10–$20,Yes,8,Yes,Yes
48,Male,Working Professional,24040,Married,No,1–2,Budget,2–3 nights,Event,Yes,Very Important,Sometimes,No,"Ambience, Staff Friendliness","Smart Lighting, Personalized Room Temperature, AI Concierge","Other, Long check-in times",75,$20+,No,8,Yes,No
36,Male,Working Professional,17523,Married,No,6–10,Luxury,4–6 nights,Leisure,Yes,Very Important,Sometimes,Yes,Cleanliness,"Mood Music, Smart Lighting, AI Concierge",Other,195,$5–$10,Yes,6,No,Yes
42,Male,Retired,20479,Divorced,Yes,3–5,Airbnb,1 night,Transit,No,Somewhat Important,Sometimes,Yes,Food Quality,Smart Lighting,"Long check-in times, Noisy rooms, Lack of personalization",106,$5–$10,Yes,6,Yes,Yes
34,Female,Working Professional,4893,Single,Yes,1–2,Business,4–6 nights,Leisure,Yes,Very Important,Never,No,Staff Friendliness,AI Concierge,"Lack of personalization, Long check-in times, Poor Wi-Fi",141,< $5,Yes,7,No,Yes
49,Female,Working Professional,85916,Married,No,1–2,Luxury,4–6 nights,Other,No,Very Important,Sometimes,No,"Cleanliness, Technology",Personalized Room Temperature,Noisy rooms,143,$20+,Yes,6,Yes,Yes
28,Female,Working Professional,21433,Married,Yes,3–5,Budget,2–3 nights,Transit,Yes,Not Important,Always,Yes,"Privacy, Ambience","Smart Mirror, Mood Music, Personalized Room Temperature",Lack of personalization,47,$5–$10,Yes,7,No,Yes
53,Male,Student,19593,Single,No,1–2,Business,1 night,Transit,Yes,Somewhat Important,Always,Yes,Privacy,AI Concierge,"Lack of personalization, Other, Long check-in times",160,< $5,Yes,10,Yes,Yes
34,Female,Entrepreneur,43115,Widowed,No,6–10,Luxury,2–3 nights,Business,No,Not Important,Never,Yes,"Privacy, Ambience, Food Quality",Smart Lighting,"Other, Lack of personalization, Poor Wi-Fi",150,$5–$10,Yes,5,No,No
20,Female,Student,23338,Married,No,1–2,Business,7+ nights,Other,Yes,Very Important,Sometimes,Yes,Ambience,"AI Concierge, Personalized Room Temperature, Smart Mirror",Lack of personalization,152,< $5,Yes,6,No,Yes
36,Female,Working Professional,41791,Single,No,1–2,Luxury,2–3 nights,Business,No,Very Important,Sometimes,Yes,"Ambience, Technology, Staff Friendliness","Smart Lighting, Mood Music",Noisy rooms,86,$5–$10,Yes,7,Yes,Yes
28,Female,Working Professional,2536,Married,Yes,3–5,Luxury,2–3 nights,Business,Yes,Very Important,Always,Yes,Technology,"Smart Mirror, Smart Lighting, Personalized Room Temperature","Poor Wi-Fi, Noisy rooms, Other",134,< $5,Yes,6,Yes,Yes
43,Male,Working Professional,67220,Divorced,Yes,3–5,Budget,1 night,Event,Yes,Very Important,Sometimes,Yes,"Privacy, Technology, Staff Friendliness","Smart Mirror, AI Concierge, Mood Music","Other, Long check-in times, Noisy rooms",111,< $5,Yes,7,No,No
28,Female,Working Professional,112873,Single,No,3–5,Airbnb,2–3 nights,Business,No,Not Important,Always,Yes,"Staff Friendliness, Technology","Personalized Room Temperature, AI Concierge","Other, Lack of personalization",124,< $5,No,2,Yes,Yes
30,Male,Working Professional,41852,Single,Yes,3–5,Budget,2–3 nights,Leisure,Yes,Very Important,Never,Yes,"Staff Friendliness, Ambience, Food Quality","Smart Lighting, Mood Music","Long check-in times, Noisy rooms, Lack of personalization",81,$20+,Yes,8,Yes,Yes
16,Male,Student,123659,Single,No,More than 10,Luxury,7+ nights,Transit,No,Very Important,Never,Yes,Ambience,AI Concierge,"Poor Wi-Fi, Lack of personalization",110,$20+,No,5,Yes,Yes
30,Female,Entrepreneur,6568,Single,Yes,3–5,Business,2–3 nights,Business,No,Somewhat Important,Always,Yes,Cleanliness,Mood Music,Poor Wi-Fi,168,$5–$10,Yes,5,Yes,Yes
10,Female,Working Professional,25958,Married,No,1–2,Budget,4–6 nights,Leisure,Yes,Very Important,Sometimes,Yes,"Cleanliness, Technology, Ambience","Personalized Room Temperature, Mood Music, Smart Lighting","Lack of personalization, Poor Wi-Fi, Long check-in times",30,$10–$20,Yes,7,Yes,Yes
19,Prefer not to say,Entrepreneur,36832,Married,No,3–5,Airbnb,2–3 nights,Other,Yes,Somewhat Important,Always,Yes,Technology,AI Concierge,Lack of personalization,101,$10–$20,Yes,4,Yes,Yes
42,Female,Entrepreneur,34865,Single,No,6–10,Luxury,1 night,Transit,Yes,Very Important,Sometimes,Yes,"Ambience, Food Quality, Staff Friendliness","Personalized Room Temperature, Smart Lighting, Smart Mirror","Lack of personalization, Other",151,$5–$10,Yes,10,Yes,Yes
42,Female,Entrepreneur,20530,Single,Yes,3–5,Budget,2–3 nights,Other,Yes,Very Important,Never,No,"Technology, Privacy",Mood Music,Long check-in times,65,$5–$10,Yes,5,Yes,Yes
39,Female,Working Professional,16504,Single,Yes,1–2,Budget,2–3 nights,Leisure,No,Very Important,Sometimes,Yes,Privacy,"Smart Mirror, AI Concierge, Smart Lighting","Lack of personalization, Noisy rooms, Poor Wi-Fi",140,$10–$20,Yes,10,Yes,Yes
25,Female,Working Professional,5424,Divorced,No,6–10,Budget,7+ nights,Other,Yes,Very Important,Sometimes,Yes,"Cleanliness, Technology","Personalized Room Temperature, Smart Mirror","Lack of personalization, Poor Wi-Fi, Other",143,$5–$10,Yes,8,Yes,Yes
34,Male,Entrepreneur,19886,Single,Yes,3–5,Budget,4–6 nights,Other,Yes,Somewhat Important,Always,No,"Cleanliness, Staff Friendliness, Privacy","Smart Mirror, Personalized Room Temperature, AI Concierge",Other,112,$5–$10,Yes,6,Yes,Yes
34,Male,Working Professional,7101,Widowed,No,3–5,Business,2–3 nights,Other,No,Very Important,Never,Yes,"Cleanliness, Technology","Smart Lighting, Personalized Room Temperature","Noisy rooms, Poor Wi-Fi",135,$5–$10,Yes,6,Yes,No
23,Male,Working Professional,53025,Married,No,1–2,Airbnb,2–3 nights,Business,Yes,Somewhat Important,Sometimes,No,Cleanliness,Mood Music,"Noisy rooms, Poor Wi-Fi, Long check-in times",201,$5–$10,Yes,7,Yes,Yes
50,Female,Retired,9369,Single,No,1–2,Airbnb,2–3 nights,Business,No,Very Important,Sometimes,Yes,"Privacy, Staff Friendliness",Smart Mirror,"Other, Long check-in times",86,$10–$20,Yes,10,No,Yes
43,Male,Retired,2414,Divorced,No,3–5,Luxury,7+ nights,Business,Yes,Very Important,Always,Yes,"Technology, Privacy","Smart Lighting, Mood Music","Noisy rooms, Lack of personalization, Poor Wi-Fi",50,$10–$20,Yes,9,Yes,Yes
32,Male,Working Professional,32151,Married,Yes,1–2,Boutique,4–6 nights,Transit,No,Very Important,Sometimes,Yes,"Cleanliness, Technology",Smart Mirror,"Long check-in times, Other, Lack of personalization",98,$20+,No,9,Yes,Yes
35,Male,Student,36177,Married,No,3–5,Business,4–6 nights,Leisure,Yes,Not Important,Never,Yes,"Food Quality, Cleanliness","Smart Mirror, AI Concierge","Lack of personalization, Poor Wi-Fi",70,$10–$20,Yes,6,Yes,Yes
37,Prefer not to say,Working Professional,82201,Widowed,No,3–5,Luxury,2–3 nights,Business,Yes,Very Important,Sometimes,Yes,Privacy,"Smart Lighting, Personalized Room Temperature, AI Concierge","Lack of personalization, Poor Wi-Fi",139,< $5,No,6,Yes,No
14,Male,Entrepreneur,34413,Single,No,1–2,Luxury,2–3 nights,Other,Yes,Very Important,Sometimes,No,Staff Friendliness,"Smart Mirror, Mood Music","Poor Wi-Fi, Other",97,$10–$20,Yes,8,Yes,Yes
